convolutional neural network  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan: 1900-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Forecast Global Ionospheric TEC: Apply Modified U-Net on VISTA TEC Data Set","Wang, Zihan; Zou, Shasha; Sun, Hu; Chen, Yang","","","","SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS","AUG 2023","2023","21","8","","","","","","e2023SW003494","10.1029/2023SW003494","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"MSC-1DCNN-based homogeneous slope stability state prediction method integrated with empirical data","Jia, He; Zhang, Sherong; Wang, Chao; Wang, Xiaohua; Ma, Zhonggang; Tan, Yaosheng","","","","NATURAL HAZARDS","AUG 2023","2023","118","1","","","","729","753","","10.1007/s11069-023-06026-6","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"Leveraging neural network uncertainty in adaptive unscented Kalman Filter for spacecraft pose estimation","Cassinis, Lorenzo Pasqualetto; Ha Park, Tae; Stacey, Nathan; D'Amico, Simone; Menicucci, Alessandra; Gill, Eberhard; Ahrns, Ingo; Sanchez-Gestido, Manuel","","","","ADVANCES IN SPACE RESEARCH","JUN 15 2023","2023","71","12","","","","5061","5082","","10.1016/j.asr.2023.02.021","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Deep learning for asteroids autonomous terrain relative navigation","Mancini, Pierpaolo; Cannici, Marco; Matteucci, Matteo","","","","ADVANCES IN SPACE RESEARCH","MAY 1 2023","2023","71","9","","","","3748","3760","","10.1016/j.asr.2022.04.020","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"Multi-Model Ensemble Forecasts of Surface Air Temperatures in Henan Province Based on Machine Learning","Wang, Tian; Zhang, Yutong; Zhi, Xiefei; Ji, Yan","","","","ATMOSPHERE","MAR 2023","2023","14","3","","","","","","520","10.3390/atmos14030520","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"Deep learning-based framework for monitoring of debris-covered glacier from remotely sensed images","Khan, Aftab Ahmed; Jamil, Akhtar; Hussain, Dostdar; Ali, Imran; Hameed, Alaa Ali","","","","ADVANCES IN SPACE RESEARCH","APR 1 2023","2023","71","7","","","","2978","2989","","10.1016/j.asr.2022.05.060","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"Predictor Selection for CNN-based Statistical Downscaling of Monthly Precipitation","Yang, Dangfu; Liu, Shengjun; Hu, Yamin; Liu, Xinru; Xie, Jiehong; Zhao, Liang","","","","ADVANCES IN ATMOSPHERIC SCIENCES","JUN 2023","2023","40","6","","","","1117","1131","","10.1007/s00376-022-2119-x","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"Investigating Tropical Cyclone Rapid Intensification with an Advanced Artificial Intelligence System and Gridded Reanalysis Data","Wei, Yijun; Yang, Ruixin; Sun, Donglian","","","","ATMOSPHERE","FEB 2023","2023","14","2","","","","","","195","10.3390/atmos14020195","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"Machine learning detection of dust impact signals observed by the Solar Orbiter","Kvammen, Andreas; Wickstrom, Kristoffer; Kociscak, Samuel; Vaverka, Jakub; Nouzak, Libor; Zaslavsky, Arnaud; Babic, Kristina Rackovic; Gjelsvik, Amalie; Pisa, David; Soucek, Jan; Mann, Ingrid","","","","ANNALES GEOPHYSICAE","JAN 24 2023","2023","41","1","","","","69","86","","10.5194/angeo-41-69-2023","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"Research on the Effectiveness of Deep Convolutional Neural Network for Electromagnetic Interference Identification Based on I/Q Data","Wang, Jiamin; Wang, Haijiang; Sun, Zhaoping","","","","ATMOSPHERE","NOV 2022","2022","13","11","","","","","","1785","10.3390/atmos13111785","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"SGD-SM 2.0: an improved seamless global daily soil moisture long-term dataset from 2002 to 2022","Zhang, Qiang; Yuan, Qiangqiang; Jin, Taoyong; Song, Meiping; Sun, Fujun","","","","EARTH SYSTEM SCIENCE DATA","OCT 6 2022","2022","14","10","","","","4473","4488","","10.5194/essd-14-4473-2022","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"Convolutional Neural Networks for Automated ULF Wave Classification in Swarm Time Series","Antonopoulou, Alexandra; Balasis, Georgios; Papadimitriou, Constantinos; Boutsi, Adamantia Zoe; Rontogiannis, Athanasios; Koutroumbas, Konstantinos; Daglis, Ioannis A.; Giannakis, Omiros","","","","ATMOSPHERE","SEP 2022","2022","13","9","","","","","","1488","10.3390/atmos13091488","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"Statistical Analysis of Medium-Scale Traveling Ionospheric Disturbances Over Japan Based on Deep Learning Instance Segmentation","Liu, Peng; Yokoyama, Tatsuhiro; Fu, Weizheng; Yamamoto, Mamoru","","","","SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS","JUL 2022","2022","20","7","","","","","","e2022SW003151","10.1029/2022SW003151","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"Deep Learning for Predicting Winter Temperature in North China","Gao, Liang; Yang, Young-Min; Li, Qingqing; Ham, Yoo-Geun; Kim, Jeong-Hwan","","","","ATMOSPHERE","MAY 2022","2022","13","5","","","","","","702","10.3390/atmos13050702","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"A Novel Robust Classification Method for Ground-Based Clouds","Yu, Aihua; Tang, Ming; Li, Gang; Hou, Beiping; Xuan, Zhongwei; Zhu, Bihong; Chen, Tianliang","","","","ATMOSPHERE","AUG 2021","2021","12","8","","","","","","999","10.3390/atmos12080999","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"A Deep Learning Model for the Thermospheric Nitric Oxide Emission","Chen, Xuetao; Lei, Jiuhou; Ren, Dexin; Wang, Wenbin","","","","SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS","MAR 2021","2021","19","3","","","","","","e2020SW002619","10.1029/2020SW002619","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0"
"Superimposing height-controllable and animated flood surfaces into street-level photographs for risk communication","Siegel, Zachary S.; Kulp, Scott A.","","","","WEATHER AND CLIMATE EXTREMES","JUN 2021","2021","32","","","","","","","100311","10.1016/j.wace.2021.100311","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1"
"Machine learning methods for the detection of polar lows in satellite mosaics: major issues and their solutions","Krinitskiy, M.; Verezemskaya, P.; Elizarov, S.; Gulev, S.","","","","CLIMATE CHANGE: CAUSES, RISKS, CONSEQUENCES, PROBLEMS OF ADAPTATION AND MANAGEMENT","2020","2020","606","","","","","","","012025","10.1088/1755-1315/606/1/012025","All-Russian Conference on Climate Change - Causes, Risks, Consequences, Problems of Adaptation and Management (CLIMATE)","NOV 26-28, 2019","4","0.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Automatic Detection of Stationary Fronts around Japan Using a Deep Convolutional Neural Network","Matsuoka, Daisuke; Sugimoto, Shiori; Nakagawa, Yujin; Kawahara, Shintaro; Araki, Fumiaki; Onoue, Yosuke; Iiyama, Masaaki; Koyamada, Koji","","","","SOLA","JUL 23 2019","2019","15","","","","","154","159","","10.2151/sola.2019-028","","","4","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0"
"Multi-scale convolutional neural networks (CNNs) for landslide inventory mapping from remote sensing imagery and landslide susceptibility mapping (LSM)","Zhang, Baoyi; Tang, Jiacheng; Huan, Yuke; Song, Lei; Shah, Syed Yasir Ali; Wang, Lifang","","","","GEOMATICS NATURAL HAZARDS & RISK","DEC 31 2024","2024","15","1","","","","","","2383309","10.1080/19475705.2024.2383309","","","3","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Dual-stream spectral-spatial convolutional neural network for hyperspectral image classification and optimal band selection","Atik, Saziye Ozge","","","","ADVANCES IN SPACE RESEARCH","SEP 1 2024","2024","74","5","","","","2025","2041","","10.1016/j.asr.2024.05.064","","","3","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Extracting disaster location identification from social media images using deep learning","Sathianarayanan, Manikandan; Hsu, Pai-Hui; Chang, Chy-Chang","","","","INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION","APR 1 2024","2024","104","","","","","","","104352","10.1016/j.ijdrr.2024.104352","","","3","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Deep Learning for Postprocessing Global Probabilistic Forecasts on Subseasonal Time Scales","Horat, Nina; Lerch, Sebastian","","","","MONTHLY WEATHER REVIEW","MAR 2024","2024","152","3","","","","667","687","","10.1175/MWR-D-23-0150.1","","","3","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Effective Deep Learning Seasonal Prediction Model for Summer Drought Over China","Liu, Wenbo; Huang, Yanyan; Wang, Huijun","","","","EARTHS FUTURE","MAR 2024","2024","12","3","","","","","","e2023EF004409","10.1029/2023EF004409","","","3","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"U-Net Segmentation for the Detection of Convective Cold Pools From Cloud and Rainfall Fields","Hoeller, Jannik; Fievet, Romain; Engelbrecht, Edward; Haerter, Jan O.","","","","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES","JAN 16 2024","2024","129","1","","","","","","e2023JD040126","10.1029/2023JD040126","","","3","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Detection and Classification of Sporadic E Using Convolutional Neural Networks","Ellis, J. A.; Emmons, D. J.; Cohen, M. B.","","","","SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS","JAN 2024","2024","22","1","","","","","","e2023SW003669","10.1029/2023SW003669","","","3","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Investigating the Performance of CMIP6 Seasonal Precipitation Predictions and a Grid Based Model Heterogeneity Oriented Deep Learning Bias Correction Framework","Huang, Bohan; Liu, Zhu; Liu, Su; Duan, Qingyun","","","","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES","DEC 16 2023","2023","128","23","","","","","","e2023JD039046","10.1029/2023JD039046","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"On the limitations of deep learning for statistical downscaling of climate change projections: The transferability and the extrapolation issues","Hernanz, Alfonso; Correa, Carlos; Sanchez-Perrino, Juan-Carlos; Prieto-Rico, Ignacio; Rodriguez-Guisado, Esteban; Dominguez, Marta; Rodriguez-Camino, Ernesto","","","","ATMOSPHERIC SCIENCE LETTERS","FEB 2024","2024","25","2","","","","","","","10.1002/asl.1195","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Multi-station deep learning on geodetic time series detects slow slip events in Cascadia","Costantino, Giuseppe; Giffard-Roisin, Sophie; Radiguet, Mathilde; Dalla Mura, Mauro; Marsan, David; Socquet, Anne","","","","COMMUNICATIONS EARTH & ENVIRONMENT","NOV 24 2023","2023","4","1","","","","","","435","10.1038/s43247-023-01107-7","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"A comparative evaluation of deep convolutional neural network and deep neural network-based land use/land cover classifications of mining regions using fused multi-sensor satellite data","Kumar, Ajay; Gorai, Amit Kumar","","","","ADVANCES IN SPACE RESEARCH","DEC 1 2023","2023","72","11","","","","4663","4676","","10.1016/j.asr.2023.08.057","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Application of deep learning algorithms to correct bias in CMIP6 simulations of surface air temperature over the Indian monsoon core region","Sabarinath, A.; Rajesh, A. Naga; Gunthe, Sachin S.; Kumar, T. V. Lakshmi","","","","INTERNATIONAL JOURNAL OF CLIMATOLOGY","DEC 30 2023","2023","43","16","","","","7496","7515","","10.1002/joc.8276","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"An integrated and homogenized global surface solar radiation dataset and its reconstruction based on a convolutional neural network approach","Jiao, Boyang; Su, Yucheng; Li, Qingxiang; Manara, Veronica; Wild, Martin","","","","EARTH SYSTEM SCIENCE DATA","OCT 6 2023","2023","15","10","","","","4519","4535","","10.5194/essd-15-4519-2023","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
